Gene_name	CDS_length
Cflo_11441--NA	383
Cflo_02636--NA	782
Cflo_06091--NA	490
Cflo_06092--NA	325
Cflo_06095--NA	1630
Cflo_06096--NA	459
Cflo_01320--NA	320
Cflo_01327--NA	251
Cflo_01332--NA	482
Cflo_01338--NA	472
Cflo_01340--NA	732
Cflo_01342--NA	923
Cflo_04172--NA	358
Cflo_00282--XP_392821.3_APIME	796
Cflo_05933--NA	308
Cflo_02450--NA	1042
Cflo_05603--NA	328
Cflo_03155--NA	957
Cflo_16060--NA	218
Cflo_13556--NA	986
Cflo_11174--NA	882
Cflo_04611--NA	1099
Cflo_05311--NA	821
Cflo_10003--XP_396612.3_APIME	3554
Cflo_15236--XP_001120948.1_APIME	660
Cflo_03465--NA	1088
Cflo_15651--NA	1030
Cflo_08564--NA	385
Cflo_01446--NA	474
Cflo_01473--NA	2168
Cflo_08719--NA	423
Cflo_12231--NA	1187
Cflo_04323--NA	421
Cflo_12992--NA	599
Cflo_08708--NA	334
Cflo_04087--NA	440
Cflo_03365--XP_001123098.1_APIME	1002
Cflo_03382--NA	1221
Cflo_03415--XP_625149.1_APIME	727
Cflo_02679--XP_623150.2_APIME	460
Cflo_02698--NA	543
Cflo_05197--NA	490
Cflo_03682--FBpp0112343_DROME	1381
Cflo_03685--NA	622
Cflo_02024--NA	552
Cflo_08498--NA	1682
Cflo_15793--NA	402
Cflo_06725--XP_001603668.1_NASVI	1485
Cflo_06708--NA	848
Cflo_12174--NA	257
Cflo_14063--NA	827
Cflo_03580--NA	337
Cflo_06107--NA	362
Cflo_06116--NA	669
Cflo_06119--NA	537
Cflo_01704--NA	674
Cflo_03296--XP_001122402.1_APIME	888
Cflo_03300--NA	361
Cflo_04818--NA	332
Cflo_04827--NA	322
Cflo_13396--NA	784
Cflo_08299--NA	293
Cflo_12052--NA	876
Cflo_05083--NA	640
Cflo_06646--FBpp0079598_DROME	304
Cflo_07365--NA	494
Cflo_05738--NA	582
Cflo_05739--XP_396702.1_APIME	813
Cflo_05741--NA	485
Cflo_13429--NA	701
Cflo_04794--NA	6155
Cflo_01651--XP_394691.3_APIME	456
Cflo_01681--NA	422
Cflo_01682--NA	251
Cflo_03754--NA	406
Cflo_06885--XP_001603996.1_NASVI	1159
Cflo_09985--NA	586
Cflo_00870--NA	420
Cflo_00901--NA	250
Cflo_00917--NA	732
Cflo_00926--NA	795
Cflo_00932--XP_624460.2_APIME	456
Cflo_07432--XP_001120596.1_APIME	686
Cflo_06515--NA	758
Cflo_03345--NA	1569
Cflo_03347--NA	373
Cflo_04566--XP_392076.1_APIME	739
Cflo_05985--XP_001120718.1_APIME	1148
Cflo_05994--XP_001604524.1_NASVI	272
Cflo_05329--XP_319560.3_ANOGA	116
Cflo_07998--XP_001120099.1_APIME	769
Cflo_06113--XP_001122626.1_APIME	308
Cflo_06112--FBpp0071092_DROME	131
Cflo_07297--XP_001121336.1_APIME	207
Cflo_08362--XP_001120867.1_APIME	104
Cflo_08358--XP_001120188.1_APIME	282
Cflo_08359--XP_394666.3_APIME	726
Cflo_08361--XP_396572.2_APIME	585
Cflo_03491--XP_001121356.1_APIME	244
Cflo_03489--XP_001121421.1_APIME	331
Cflo_03490--XP_321923.4_ANOGA	406
Cflo_08872--XP_001121700.1_APIME	101
Cflo_09393--XP_001945983.1_ACYPI	1422
Cflo_09383--XP_001951363.1_ACYPI	332
Cflo_05531--XP_623376.2_APIME	253
Cflo_07370--XP_001120026.1_APIME	385
Cflo_09764--XP_397436.3_APIME	218
Cflo_09137--XP_394081.2_APIME	600
Cflo_09139--XP_001120948.1_APIME	481
Cflo_09141--XP_394081.2_APIME	690
Cflo_09140--XP_394081.2_APIME	543
Cflo_09887--XP_001715704.1_HUMAN	533
Cflo_09889--XP_394164.2_APIME	224
Cflo_10087--XP_001726482.1_HUMAN	497
Cflo_11557--XP_001603548.1_NASVI	235
Cflo_11559--XP_001724644.1_HUMAN	466
Cflo_11566--XP_001599618.1_NASVI	3054
Cflo_11562--XP_001602496.1_NASVI	677
Cflo_11563--XP_001602496.1_NASVI	434
Cflo_11569--XP_001600282.1_NASVI	515
Cflo_11567--XP_001599710.1_NASVI	584
Cflo_11558--XP_001599370.1_NASVI	1447
Cflo_12387--XP_392898.2_APIME	1528
Cflo_12066--XP_001607091.1_NASVI	1867
Cflo_12465--XP_001600169.1_NASVI	1290
Cflo_13335--XP_001121025.1_APIME	137
Cflo_13336--XP_001121025.1_APIME	92
Cflo_14119--XP_001945983.1_ACYPI	1896
Cflo_14117--XP_393358.3_APIME	721
Cflo_13228--XP_001600938.1_NASVI	643
Cflo_12316--XP_001599618.1_NASVI	2575
Cflo_12312--XP_001599710.1_NASVI	1164
Cflo_12313--XP_001952064.1_ACYPI	218
Cflo_12315--XP_001952064.1_ACYPI	218
Cflo_12311--XP_001599798.1_NASVI	314
Cflo_14128--XP_001601154.1_NASVI	1487
Cflo_13220--FBpp0112870_DROME	278
Cflo_13225--XP_001600588.1_NASVI	923
Cflo_13221--XP_001601069.1_NASVI	1019
Cflo_12922--XP_001600400.1_NASVI	410
Cflo_12923--XP_001121954.1_APIME	470
Cflo_13166--XP_001599618.1_NASVI	2313
Cflo_13360--XP_001600013.1_NASVI	466
Cflo_13363--XP_001602015.1_NASVI	1767
Cflo_13365--NA	221
Cflo_15758--XP_392230.1_APIME	1247
Cflo_13875--XP_001947289.1_ACYPI	1354
Cflo_12791--XP_001599845.1_NASVI	1331
Cflo_12943--XP_001601154.1_NASVI	501
Cflo_12942--XP_001121598.1_APIME	239
Cflo_12814--XP_001600400.1_NASVI	545
Cflo_12813--XP_001601154.1_NASVI	487
Cflo_13703--XP_001607418.1_NASVI	404
Cflo_13878--XP_001600282.1_NASVI	524
Cflo_13726--XP_001122550.1_APIME	1642
Cflo_13728--XP_001945594.1_ACYPI	927
Cflo_13647--XP_623622.1_APIME	277
Cflo_15032--XP_001603613.1_NASVI	1661
Cflo_13314--XP_001601154.1_NASVI	1693
Cflo_13383--XP_001601154.1_NASVI	289
Cflo_13381--XP_001601154.1_NASVI	1297
Cflo_13500--XP_001602015.1_NASVI	1839
Cflo_15377--XP_001120339.1_APIME	281
Cflo_14936--XP_001601929.1_NASVI	2294
Cflo_15550--XP_001601034.1_NASVI	1508
Cflo_15932--XP_394798.1_APIME	179
Cflo_15279--NA	134
Cflo_14062--XP_001599720.1_NASVI	479
Cflo_15566--XP_001599370.1_NASVI	860
Cflo_15131--XP_001600938.1_NASVI	574
Cflo_15130--XP_001602958.1_NASVI	1575
Cflo_16398--XP_001122183.1_APIME	215
Cflo_13872--XP_001599710.1_NASVI	1147
Cflo_13871--XP_001952064.1_ACYPI	230
Cflo_15908--XP_001948762.1_ACYPI	1094
Cflo_14122--XP_001600493.1_NASVI	296
Cflo_16238--XP_001122243.1_APIME	350
Cflo_14273--XP_001599108.1_NASVI	1450
Cflo_14778--XP_001600012.1_NASVI	1108
Cflo_13953--XP_001607091.1_NASVI	1963
Cflo_14689--XP_001607091.1_NASVI	2086
Cflo_15168--XP_001601154.1_NASVI	1020
Cflo_08603--XP_001121303.1_APIME	560
Cflo_16530--XP_001604417.1_NASVI	311
Cflo_15487--XP_001602369.1_NASVI	2359
Cflo_15244--XP_001950142.1_ACYPI	244
Cflo_15695--XP_001600880.1_NASVI	341
Cflo_16837--XP_624795.2_APIME	146
Cflo_14317--XP_001601154.1_NASVI	1526
Cflo_14729--BGIBMGA002305-PA_BOMMO	290
Cflo_16450--XP_393882.2_APIME	226
Cflo_16372--XP_001601581.1_NASVI	374
Cflo_14670--XP_001121358.1_APIME	487
Cflo_15635--XP_001601520.1_NASVI	809
Cflo_15407--XP_394245.2_APIME	365
Cflo_15929--XP_001601154.1_NASVI	818
Cflo_16287--XP_001603073.1_NASVI	524
Cflo_14332--XP_001601929.1_NASVI	2633
Cflo_16678--FBpp0112651_DROME	200
Cflo_15934--XP_001599014.1_NASVI	1076
Cflo_16388--XP_001600013.1_NASVI	167
Cflo_16565--XP_001601989.1_NASVI	290
Cflo_16051--XP_001602496.1_NASVI	632
Cflo_16622--XP_001608134.1_NASVI	242
Cflo_15646--XP_395379.3_APIME	489
Cflo_14658--XP_932893.2_HUMAN	347
Cflo_15405--XP_001601385.1_NASVI	1068
Cflo_15175--XP_001945983.1_ACYPI	708
Cflo_16018--XP_001598988.1_NASVI	831
Cflo_16227--XP_001599845.1_NASVI	587
Cflo_16265--XP_396102.3_APIME	155
Cflo_15198--XP_394148.3_APIME	2134
Cflo_16079--XP_001599618.1_NASVI	675
Cflo_16280--XP_396268.2_APIME	482
Cflo_15516--XP_001943791.1_ACYPI	557
Cflo_15937--XP_001601581.1_NASVI	346
Cflo_16415--XP_001604972.1_NASVI	398
Cflo_15505--XP_001945115.1_ACYPI	215
Cflo_15897--XP_001601154.1_NASVI	1149
Cflo_15594--XP_001607091.1_NASVI	2540
Cflo_16387--XP_001120657.1_APIME	410
Cflo_16724--XP_393969.1_APIME	182
Cflo_15965--XP_001602496.1_NASVI	643
Cflo_16207--XP_001601638.1_NASVI	575
Cflo_15205--XP_001607091.1_NASVI	1058
Cflo_15034--XP_001607091.1_NASVI	2714
Cflo_15599--XP_001601012.1_NASVI	708
Cflo_16131--XP_001601909.1_NASVI	251
Cflo_16093--NA	212
Cflo_14852--XP_001601929.1_NASVI	494
Cflo_16012--XP_397430.3_APIME	294
Cflo_15196--XP_001605652.1_NASVI	430
Cflo_00188--XP_001120739.1_APIME	1680
Cflo_00169--XP_001122613.1_APIME	805
Cflo_00035--XP_001122665.1_APIME	433
Cflo_00112--XP_623955.2_APIME	659
Cflo_03261--XP_001121812.1_APIME	504
Cflo_02508--XP_392204.1_APIME	656
Cflo_07280--XP_001119877.1_APIME	77
Cflo_04916--XP_001120648.1_APIME	539
Cflo_04671--XP_001122550.1_APIME	1280
Cflo_06807--XP_001599083.1_NASVI	310
Cflo_01672--XP_001122228.1_APIME	408
Cflo_01674--XP_393581.2_APIME	366
Cflo_01676--XP_001122120.1_APIME	164
Cflo_06041--XP_001716936.1_HUMAN	287
Cflo_07514--NA	512
Cflo_09749--XP_393141.2_APIME	1157
Cflo_07914--XP_001120628.1_APIME	193
Cflo_06060--XP_001120594.1_APIME	341
Cflo_10182--XP_001602369.1_NASVI	1387
Cflo_10618--XP_396002.1_APIME	311
Cflo_10424--NA	176
Cflo_06489--XP_001946142.1_ACYPI	401
Cflo_06490--XP_001946142.1_ACYPI	569
Cflo_06485--NP_003715.2_HUMAN	746
Cflo_11973--XP_001600400.1_NASVI	323
Cflo_12373--XP_001121133.1_APIME	586
Cflo_12375--XP_001121133.1_APIME	601
Cflo_12372--XP_001121133.1_APIME	514
Cflo_10210--XP_624151.1_APIME	427
Cflo_12525--XP_001602015.1_NASVI	1776
Cflo_13407--XP_623576.2_APIME	251
Cflo_13403--XP_393875.1_APIME	555
Cflo_08123--XP_001715510.1_HUMAN	476
Cflo_11750--FBpp0078781_DROME	479
Cflo_08609--XP_001121415.1_APIME	1566
Cflo_12976--XP_001122244.1_APIME	302
Cflo_12980--XP_001122296.1_APIME	245
Cflo_10878--XP_001601929.1_NASVI	1675
Cflo_12792--XP_395426.3_APIME	182
Cflo_14652--XP_393358.3_APIME	728
Cflo_14647--XP_001601665.1_NASVI	1189
Cflo_13673--XP_394148.3_APIME	623
Cflo_12902--XP_394148.3_APIME	682
Cflo_10820--XP_001119870.1_APIME	305
Cflo_14289--XP_624302.1_APIME	197
Cflo_12226--XP_001599618.1_NASVI	1601
Cflo_12225--XP_001122550.1_APIME	945
Cflo_13352--XP_001599425.1_NASVI	545
Cflo_13347--XP_001601665.1_NASVI	602
Cflo_08928--NP_008093.1_APIME	450
Cflo_13325--XP_001600400.1_NASVI	554
Cflo_13385--XP_001600030.1_NASVI	275
Cflo_13390--XP_001601034.1_NASVI	1604
Cflo_13389--XP_001600107.1_NASVI	230
Cflo_13058--XP_001121638.1_APIME	368
Cflo_11276--FBpp0073746_DROME	166
Cflo_14996--XP_001599845.1_NASVI	1277
Cflo_13339--XP_001599370.1_NASVI	1320
Cflo_14775--XP_001601665.1_NASVI	1078
Cflo_14777--XP_001945594.1_ACYPI	1028
Cflo_13721--XP_001600233.1_NASVI	275
Cflo_15158--XP_001599086.1_NASVI	503
Cflo_15157--XP_001946398.1_ACYPI	707
Cflo_14051--BGIBMGA012598-PA_BOMMO	191
Cflo_14049--XP_001601034.1_NASVI	412
Cflo_14834--XP_001599710.1_NASVI	1128
Cflo_14833--XP_001600107.1_NASVI	280
Cflo_14397--XP_001601220.1_NASVI	266
Cflo_14396--XP_393890.1_APIME	3236
Cflo_15434--XP_001121195.1_APIME	1160
Cflo_13864--XP_001950998.1_ACYPI	218
Cflo_15388--BGIBMGA006276-PA_BOMMO	676
Cflo_15387--XP_001601154.1_NASVI	1018
Cflo_14482--XP_001601034.1_NASVI	1272
Cflo_14483--FBpp0112849_DROME	257
Cflo_15781--XP_001601929.1_NASVI	1589
Cflo_15451--XP_001600233.1_NASVI	479
Cflo_14346--XP_001603073.1_NASVI	680
Cflo_14347--XP_001599710.1_NASVI	436
Cflo_14230--XP_001599119.1_NASVI	1757
Cflo_14231--XP_001947289.1_ACYPI	1295
Cflo_14545--XP_001599691.1_NASVI	1053
Cflo_15907--XP_001948188.1_ACYPI	1118
Cflo_14638--XP_001122550.1_APIME	935
Cflo_13250--XP_001602637.1_NASVI	341
Cflo_14585--XP_001601034.1_NASVI	1485
Cflo_14946--XP_001601154.1_NASVI	1730
Cflo_15677--XP_001601877.1_NASVI	1371
Cflo_14845--XP_001600400.1_NASVI	320
Cflo_14569--XP_001601154.1_NASVI	1928
Cflo_15202--XP_001601154.1_NASVI	1492
Cflo_15275--XP_001601385.1_NASVI	2096
Cflo_15744--XP_001601154.1_NASVI	1212
Cflo_15508--XP_001122550.1_APIME	1622
Cflo_16547--XP_391931.2_APIME	269
Cflo_15917--XP_001947793.1_ACYPI	659
Cflo_13083--XP_001120660.1_APIME	436
Cflo_16296--FBpp0112870_DROME	173
Cflo_15214--XP_001601154.1_NASVI	1724
Cflo_14883--XP_001949613.1_ACYPI	2259
Cflo_14882--XP_001599618.1_NASVI	725
Cflo_16193--XP_001600233.1_NASVI	596
Cflo_15526--XP_001601929.1_NASVI	1532
Cflo_16279--XP_001121433.1_APIME	251
Cflo_14895--XP_001600400.1_NASVI	398
Cflo_15393--XP_001599192.1_NASVI	1113
Cflo_15304--XP_001602015.1_NASVI	1199
Cflo_15645--XP_001600242.1_NASVI	491
Cflo_16219--XP_001601154.1_NASVI	428
Cflo_15739--XP_001599792.1_NASVI	949
Cflo_16013--XP_001601012.1_NASVI	755
Cflo_15247--XP_001607091.1_NASVI	3187
Cflo_14368--XP_001599845.1_NASVI	802
Cflo_15344--XP_001599014.1_NASVI	1786
Cflo_15255--XP_001602369.1_NASVI	1657
Cflo_15902--XP_001601956.1_NASVI	913
Cflo_15813--XP_001599691.1_NASVI	614
Cflo_16294--XP_624545.2_APIME	428
Cflo_15576--XP_001119926.1_APIME	206
Cflo_14303--XP_394081.2_APIME	382
Cflo_15853--XP_392857.2_APIME	476
Cflo_16468--XP_001605024.1_NASVI	263
Cflo_16317--XP_001602471.1_NASVI	398
Cflo_15642--XP_001599052.1_NASVI	1015
Cflo_14838--BGIBMGA014348-PA_BOMMO	407
Cflo_15791--XP_623622.1_APIME	232
Cflo_16205--XP_001602134.1_NASVI	332
Cflo_15291--XP_625189.1_APIME	233
Cflo_15894--XP_001601898.1_NASVI	1142
Cflo_16291--NP_001035323.1_APIME	401
Cflo_16167--XP_001120830.1_APIME	322
Cflo_15589--XP_001946220.1_ACYPI	235
Cflo_16320--XP_001950517.1_ACYPI	325
Cflo_16417--XP_396261.2_APIME	253
Cflo_15876--XP_396437.1_APIME	257
Cflo_16359--XP_623069.1_APIME	146
Cflo_01092--XP_001120656.1_APIME	452
Cflo_00992--XP_001122532.1_APIME	810
Cflo_00951--XP_393982.2_APIME	313
Cflo_00964--XP_001122616.1_APIME	608
Cflo_04462--XP_001602007.1_NASVI	427
Cflo_04439--XP_393659.1_APIME	1502
Cflo_04403--XP_396290.2_APIME	3019
Cflo_01354--XP_001122593.1_APIME	610
Cflo_01309--XP_623642.1_APIME	610
Cflo_01352--XP_001122615.1_APIME	766
Cflo_04076--XP_395756.3_APIME	1548
Cflo_04079--XP_393973.2_APIME	184
Cflo_00875--XP_001120252.1_APIME	131
Cflo_00915--XP_001603807.1_NASVI	497
Cflo_05048--XP_394795.1_APIME	580
Cflo_05049--XP_624310.1_APIME	209
Cflo_08465--FBpp0087882_DROME	260
Cflo_08472--XP_001122140.1_APIME	347
Cflo_08463--XP_001120160.1_APIME	269
Cflo_05480--XP_393160.1_APIME	542
Cflo_09561--XP_001121194.1_APIME	388
Cflo_06184--XP_001603724.1_NASVI	349
Cflo_08843--XP_001119981.1_APIME	1496
Cflo_08844--XP_001119981.1_APIME	1514
Cflo_06835--XP_001122624.1_APIME	197
Cflo_06430--XP_001121481.1_APIME	322
Cflo_06436--XP_001238223.2_ANOGA	230
Cflo_06433--XP_397506.2_APIME	315
Cflo_03344--BGIBMGA003343-PA_BOMMO	476
Cflo_10720--XP_624870.1_APIME	520
Cflo_09247--XP_393969.1_APIME	1517
Cflo_09261--XP_393969.1_APIME	1487
Cflo_09260--XP_393969.1_APIME	1479
Cflo_09249--XP_393969.1_APIME	1484
Cflo_08328--XP_001120696.1_APIME	152
Cflo_06341--XP_001718661.1_HUMAN	392
Cflo_12834--XP_001120888.1_APIME	107
Cflo_06861--XP_394116.3_APIME	1508
Cflo_06869--FBpp0083206_DROME	101
Cflo_09446--XP_392785.3_APIME	927
Cflo_10882--XP_001602462.1_NASVI	422
Cflo_11339--XP_001120847.1_APIME	521
Cflo_13257--XP_001952366.1_ACYPI	1028
Cflo_13303--NP_008089.1_APIME	1049
Cflo_13302--NP_008088.1_APIME	277
Cflo_10412--XP_394081.2_APIME	571
Cflo_10413--XP_394081.2_APIME	595
Cflo_10410--XP_394081.2_APIME	568
Cflo_10927--XP_001601898.1_NASVI	3006
Cflo_10523--XP_394578.2_APIME	709
Cflo_12288--XP_001599845.1_NASVI	488
Cflo_12289--XP_001599800.1_NASVI	725
Cflo_12282--XP_001607091.1_NASVI	1372
Cflo_09016--XP_001715977.1_HUMAN	436
Cflo_07814--XP_396560.3_APIME	783
Cflo_10940--XP_624127.2_APIME	969
Cflo_12786--XP_001950734.1_ACYPI	972
Cflo_12344--XP_395554.2_APIME	215
Cflo_11438--XP_001603628.1_NASVI	233
Cflo_11433--XP_001601154.1_NASVI	1246
Cflo_13621--XP_001601154.1_NASVI	1186
Cflo_13641--XP_001604768.1_NASVI	572
Cflo_13640--XP_001600107.1_NASVI	224
Cflo_12351--XP_394148.3_APIME	265
Cflo_12349--XP_001601154.1_NASVI	1295
Cflo_11007--XP_001601665.1_NASVI	373
Cflo_11006--NA	140
Cflo_14744--XP_001603613.1_NASVI	1813
Cflo_14746--XP_001604768.1_NASVI	389
Cflo_12884--XP_001601154.1_NASVI	1255
Cflo_12879--XP_001607091.1_NASVI	1984
Cflo_12876--XP_001601665.1_NASVI	1159
Cflo_10838--XP_001238223.2_ANOGA	431
Cflo_15420--FBpp0112679_DROME	527
Cflo_11248--NP_060012.3_HUMAN	1061
Cflo_15968--XP_396268.2_APIME	692
Cflo_14790--XP_001602015.1_NASVI	1499
Cflo_15761--XP_624933.2_APIME	612
Cflo_12991--XP_001122550.1_APIME	1039
Cflo_14330--XP_001122550.1_APIME	392
Cflo_14327--XP_001601665.1_NASVI	936
Cflo_14328--XP_001600107.1_NASVI	281
Cflo_09214--XP_001121216.1_APIME	583
Cflo_14762--XP_001602369.1_NASVI	1901
Cflo_14484--XP_001599845.1_NASVI	1570
Cflo_14963--XP_001601929.1_NASVI	2096
Cflo_16136--XP_624189.2_APIME	694
Cflo_16128--XP_001601929.1_NASVI	578
Cflo_14399--XP_001601665.1_NASVI	949
Cflo_14977--XP_001943132.1_ACYPI	1556
Cflo_14771--XP_001600938.1_NASVI	209
Cflo_16115--XP_001599370.1_NASVI	724
Cflo_15087--XP_001601154.1_NASVI	1576
Cflo_14450--NP_060012.3_HUMAN	1061
Cflo_14452--XP_001600663.1_NASVI	455
Cflo_14225--XP_001607091.1_NASVI	3246
Cflo_14282--XP_001601665.1_NASVI	1149
Cflo_14978--XP_001601154.1_NASVI	1985
Cflo_15216--XP_001601154.1_NASVI	1805
Cflo_14532--XP_001119926.1_APIME	209
Cflo_14534--NA	566
Cflo_14009--XP_001600491.1_NASVI	1659
Cflo_15007--XP_001599618.1_NASVI	1653
Cflo_14665--XP_001948762.1_ACYPI	2067
Cflo_15721--XP_001599618.1_NASVI	1463
Cflo_15303--XP_001599301.1_NASVI	404
Cflo_15301--XP_001601608.1_NASVI	1065
Cflo_16143--FBpp0112881_DROME	302
Cflo_15413--XP_001120657.1_APIME	587
Cflo_13005--XP_001945983.1_ACYPI	1795
Cflo_16356--XP_001600400.1_NASVI	434
Cflo_14618--XP_001599798.1_NASVI	1584
Cflo_15939--NA	305
Cflo_13967--XP_001599113.1_NASVI	416
Cflo_15004--XP_001599798.1_NASVI	1613
Cflo_16341--XP_001121741.1_APIME	437
Cflo_14836--XP_623622.1_APIME	257
Cflo_16073--XP_001599113.1_NASVI	608
Cflo_16572--XP_001601929.1_NASVI	179
Cflo_15533--XP_624545.2_APIME	454
Cflo_14076--NP_060012.3_HUMAN	1061
Cflo_15297--XP_394148.3_APIME	2200
Cflo_15785--XP_001949107.1_ACYPI	1045
Cflo_15903--XP_001951402.1_ACYPI	554
Cflo_16299--XP_001599687.1_NASVI	257
Cflo_13132--XP_001607091.1_NASVI	2426
Cflo_16737--XP_394224.1_APIME	179
Cflo_15068--XP_001599186.1_NASVI	299
Cflo_16443--BGIBMGA005411-PA_BOMMO	341
Cflo_15629--NA	1000
Cflo_16754--FBpp0112849_DROME	167
Cflo_16709--XP_001602141.1_NASVI	185
Cflo_16403--XP_001602496.1_NASVI	380
Cflo_16542--XP_001599845.1_NASVI	293
Cflo_15999--XP_394148.3_APIME	410
Cflo_15957--XP_001120435.1_APIME	425
Cflo_16086--XP_001952743.1_ACYPI	607
Cflo_16770--XP_393969.1_APIME	164
Cflo_16212--XP_001603073.1_NASVI	620
Cflo_15391--XP_001603574.1_NASVI	977
Cflo_15690--XP_001601154.1_NASVI	856
Cflo_16424--XP_001600603.1_NASVI	359
Cflo_15417--XP_001602369.1_NASVI	1082
Cflo_15511--XP_001607091.1_NASVI	2086
Cflo_15518--XP_001602276.1_NASVI	1271
Cflo_00670--FBpp0074893_DROME	200
Cflo_00685--NA	197
Cflo_00647--XP_397515.1_APIME	334
Cflo_00734--XP_001606482.1_NASVI	570
Cflo_03675--XP_395683.2_APIME	590
Cflo_03674--XP_391997.2_APIME	780
Cflo_03824--XP_001121207.1_APIME	2672
Cflo_03849--XP_001120660.1_APIME	491
Cflo_03862--XP_001120948.1_APIME	604
Cflo_03843--XP_001603139.1_NASVI	242
Cflo_03888--XP_394577.2_APIME	641
Cflo_05892--XP_001121354.1_APIME	292
Cflo_02069--XP_624040.2_APIME	2184
Cflo_02059--XP_396658.2_APIME	1753
Cflo_02063--XP_393204.1_APIME	345
Cflo_02068--XP_624072.1_APIME	1158
Cflo_04337--XP_001123295.1_APIME	359
Cflo_10818--XP_623593.1_APIME	1040
Cflo_06609--XP_393639.2_APIME	1127
Cflo_08940--XP_001119904.1_APIME	499
Cflo_08983--XP_393344.3_APIME	503
Cflo_09922--XP_395234.3_APIME	493
Cflo_05925--NA	437
Cflo_05924--FBpp0070214_DROME	359
Cflo_05010--XP_001119986.1_APIME	346
Cflo_05426--XP_001120951.1_APIME	217
Cflo_12397--XP_001122416.1_APIME	1012
Cflo_12395--XP_001122383.1_APIME	263
Cflo_07438--FBpp0074333_DROME	422
Cflo_07439--NA	236
Cflo_10910--XP_001119926.1_APIME	209
Cflo_10899--XP_001947048.1_ACYPI	785
Cflo_10902--NP_001011604.2_APIME	291
Cflo_11530--XP_001122381.1_APIME	749
Cflo_11737--XP_001606121.1_NASVI	1259
Cflo_15054--NP_008083.1_APIME	1452
Cflo_15057--NP_008087.1_APIME	703
Cflo_15055--NP_008084.1_APIME	643
Cflo_15056--NP_008086.1_APIME	530
Cflo_12072--XP_001122467.1_APIME	152
Cflo_11040--XP_001599370.1_NASVI	1411
Cflo_12366--XP_001951454.1_ACYPI	1035
Cflo_13781--FBpp0070214_DROME	278
Cflo_13782--XP_001601665.1_NASVI	904
Cflo_13776--XP_001601665.1_NASVI	1040
Cflo_13775--XP_001600107.1_NASVI	257
Cflo_12432--XP_001948188.1_ACYPI	739
Cflo_11141--XP_001600491.1_NASVI	1965
Cflo_13708--XP_001603613.1_NASVI	1590
Cflo_13711--XP_001600603.1_NASVI	842
Cflo_13713--XP_001602496.1_NASVI	729
Cflo_13709--XP_001601665.1_NASVI	984
Cflo_14786--XP_001601929.1_NASVI	2353
Cflo_14785--XP_001607349.1_NASVI	704
Cflo_13243--XP_001713861.1_HUMAN	164
Cflo_13244--FBpp0112846_DROME	307
Cflo_13245--NA	182
Cflo_14702--XP_001601929.1_NASVI	194
Cflo_14701--XP_001601929.1_NASVI	320
Cflo_14817--XP_001714396.1_HUMAN	566
Cflo_14755--XP_001947684.1_ACYPI	810
Cflo_12324--FBpp0075724_DROME	311
Cflo_15447--XP_001120332.1_APIME	1577
Cflo_14966--XP_001951804.1_ACYPI	203
Cflo_14682--XP_395234.3_APIME	2020
Cflo_14683--XP_001601154.1_NASVI	1475
Cflo_15523--XP_001119981.1_APIME	1508
Cflo_13941--XP_001606086.1_NASVI	575
Cflo_13944--XP_001601929.1_NASVI	503
Cflo_13669--NA	170
Cflo_13668--FBpp0112881_DROME	247
Cflo_13971--NP_060012.3_HUMAN	1061
Cflo_13970--XP_001599618.1_NASVI	2185
Cflo_14372--XP_001948188.1_ACYPI	826
Cflo_15421--XP_624762.2_APIME	2718
Cflo_12953--XP_397272.2_APIME	504
Cflo_13653--XP_001600938.1_NASVI	641
Cflo_13651--XP_001600233.1_NASVI	188
Cflo_14809--XP_001600233.1_NASVI	608
Cflo_14874--XP_001599370.1_NASVI	803
Cflo_15042--XP_396437.1_APIME	519
Cflo_14378--XP_001945983.1_ACYPI	930
Cflo_14374--XP_001599052.1_NASVI	1010
Cflo_14377--XP_001602616.1_NASVI	1111
Cflo_14525--BGIBMGA011541-PA_BOMMO	712
Cflo_14527--XP_001602496.1_NASVI	764
Cflo_14326--XP_001599618.1_NASVI	1382
Cflo_14323--XP_001602303.1_NASVI	978
Cflo_14325--XP_001601665.1_NASVI	870
Cflo_15228--XP_624545.2_APIME	1156
Cflo_14141--XP_001598988.1_NASVI	1954
Cflo_14142--XP_001948188.1_ACYPI	851
Cflo_14173--XP_001602616.1_NASVI	889
Cflo_14172--XP_001599119.1_NASVI	681
Cflo_15277--XP_001600938.1_NASVI	511
Cflo_14691--XP_397272.2_APIME	185
Cflo_14690--NP_001035323.1_APIME	347
Cflo_13899--XP_001602015.1_NASVI	1392
Cflo_14779--XP_001601665.1_NASVI	1181
Cflo_14780--XP_001602015.1_NASVI	864
Cflo_14725--XP_001601234.1_NASVI	1983
Cflo_15046--XP_001601154.1_NASVI	1726
Cflo_15542--XP_623576.2_APIME	227
Cflo_15694--XP_001599014.1_NASVI	1821
Cflo_15022--XP_001947721.1_ACYPI	425
Cflo_15025--XP_001601154.1_NASVI	1201
Cflo_14958--XP_001947721.1_ACYPI	650
Cflo_15188--XP_001947795.1_ACYPI	2092
Cflo_14916--XP_001601989.1_NASVI	836
Cflo_14917--XP_001951352.1_ACYPI	289
Cflo_12970--NP_060012.3_HUMAN	1061
Cflo_16304--FBpp0112849_DROME	203
